Date,Year,Month,MonthNum,WeekStart,DayOfWeek,IsWeekday,IsPublicHoliday,PublicHolidayName,WorkType,PersonId,PersonName,Role,Level,Practice,HomeLocation,FTE,ProjectCode,ProjectName,AllocationPct,Hours,Notes
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0011,Drew Nguyen,Consultant,Associate,Delivery,Melbourne,1,PRJ-0022,Pulse Migration,95,8.1,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0012,Sam Johnson,Project Manager,Graduate,Architecture,Melbourne,0.6,PRJ-0003,Atlas Rollout,74,3.3,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0013,Jamie Lee,Consultant,Associate,Delivery,Adelaide,0.6,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0014,Quinn Johnson,Consultant,Lead,Delivery,Melbourne,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0015,Lee Wright,Project Manager,Senior,PMO,Melbourne,1,PRJ-0012,Helix Remediation,91,6.72,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0016,Kris Clark,Architect,Associate,Delivery,Sydney,0.6,PRJ-0024,Pulse Remediation,58,2.64,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0017,Parker Brown,Project Manager,Associate,Delivery,Melbourne,0.8,PRJ-0023,Zephyr Migration,114,7.76,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0018,Skyler Jones,Project Manager,Principal,PMO,Melbourne,1,PRJ-0045,Atlas Refresh,84,5.61,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0019,Riley Hall,Consultant,Associate,Advisory,Melbourne,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0020,Kris Nguyen,Architect,Associate,Advisory,Brisbane,0.8,PRJ-0003,Atlas Rollout,87,6.74,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0021,Skyler King,Project Manager,Associate,PMO,Adelaide,0.6,PRJ-0007,Nimbus Discovery,84,2.34,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0022,Sam Clark,Project Manager,Senior,Delivery,Melbourne,0.6,PRJ-0003,Atlas Rollout,67,1.54,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0023,Jordan Wilson,Project Manager,Graduate,Delivery,Perth,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0024,Finley Johnson,Consultant,Graduate,PMO,Perth,0.6,PRJ-0002,Delta Discovery,88,5.81,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0025,Finley Scott,Project Manager,Associate,Architecture,Sydney,1,PRJ-0014,Zephyr Optimisation,135,10.81,Go-live support
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0026,Kris Brown,Consultant,Associate,Architecture,Melbourne,1,PRJ-0012,Helix Remediation,80,5.34,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0027,Parker Adams,Architect,Principal,PMO,Adelaide,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0028,Rowan Lee,Project Manager,Senior,PMO,Sydney,1,PRJ-0052,Aurora Discovery,81,5.54,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0029,Cameron Wilson,Project Manager,Senior,Architecture,Adelaide,0.6,PRJ-0002,Delta Discovery,75,4.43,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0030,Alex Green,Project Manager,Lead,Delivery,Brisbane,1,PRJ-0022,Pulse Migration,60,4.13,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0031,Taylor Green,Project Manager,Associate,Delivery,Brisbane,1,,,0,0,Leave
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0032,Avery Scott,Consultant,Principal,PMO,Melbourne,0.8,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0033,Avery Patel,Project Manager,Lead,Architecture,Sydney,0.8,PRJ-0040,Aurora Upgrade,106,6.38,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0034,Skyler Hall,Consultant,Associate,Delivery,Adelaide,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0035,Hayden Baker,Consultant,Senior,PMO,Brisbane,1,PRJ-0030,Nimbus Implementation,65,5.7,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0036,Sam Wright,Project Manager,Associate,PMO,Brisbane,0.6,PRJ-0041,Atlas Upgrade,100,5.04,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0037,Lee Adams,Consultant,Principal,Delivery,Sydney,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0038,Lee Nguyen,Project Manager,Principal,Advisory,Sydney,1,PRJ-0047,Orion Remediation,103,9.14,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0039,Riley Jones,Project Manager,Graduate,Advisory,Sydney,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0040,Parker Wright,Project Manager,Lead,Delivery,Sydney,1,PRJ-0041,Atlas Upgrade,115,9.21,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0041,Morgan Walker,Project Manager,Principal,Architecture,Brisbane,0.6,PRJ-0012,Helix Remediation,107,5.26,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0042,Kris Green,Project Manager,Graduate,Architecture,Sydney,0.6,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0043,Avery Patel,Project Manager,Senior,Architecture,Perth,0.6,PRJ-0025,Helix Optimisation,99,6.33,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0044,Rowan Jones,Project Manager,Senior,Architecture,Melbourne,0.8,PRJ-0034,Atlas Remediation,74,5.08,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0045,Alex Scott,Architect,Senior,Delivery,Brisbane,0.8,PRJ-0047,Orion Remediation,76,5.5,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0046,Jordan Clark,Consultant,Lead,PMO,Brisbane,0.6,PRJ-0002,Delta Discovery,92,3.03,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0047,Cameron Hall,Project Manager,Lead,Delivery,Sydney,0.8,PRJ-0007,Nimbus Discovery,86,5.5,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0048,Kris Wilson,Consultant,Senior,PMO,Brisbane,1,,,0,0,Leave
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0049,Morgan Hall,Consultant,Senior,Architecture,Perth,0.8,PRJ-0049,Pulse Remediation,112,9.34,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0050,Parker Taylor,Consultant,Lead,Delivery,Melbourne,1,PRJ-0035,Nimbus Rollout,59,4.77,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0051,Rowan Adams,Project Manager,Lead,Delivery,Brisbane,1,PRJ-0020,Helix Remediation,84,3.5,Partial day
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0052,Morgan Brown,Project Manager,Associate,Advisory,Adelaide,1,PRJ-0018,Zephyr Migration,110,7.68,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0053,Parker Hall,Architect,Senior,Advisory,Perth,0.8,PRJ-0008,Atlas Upgrade,79,7.35,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0054,Jamie Brown,Consultant,Graduate,PMO,Perth,1,PRJ-0031,Delta Refresh,82,8.31,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0055,Riley Scott,Consultant,Senior,PMO,Perth,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0056,Parker Scott,Architect,Senior,Advisory,Adelaide,0.6,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0057,Lee Green,Project Manager,Associate,Advisory,Perth,1,PRJ-0041,Atlas Upgrade,91,7.48,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0058,Jamie Lee,Consultant,Senior,Delivery,Brisbane,0.8,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0059,Jordan Martin,Project Manager,Senior,PMO,Sydney,1,PRJ-0052,Aurora Discovery,74,6.41,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0060,Jamie Walker,Consultant,Lead,PMO,Perth,0.8,PRJ-0042,Aurora Implementation,101,5.78,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0061,Drew Green,Consultant,Graduate,Advisory,Perth,0.6,PRJ-0043,Delta Migration,51,1.95,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0062,Alex Baker,Project Manager,Graduate,Architecture,Brisbane,0.8,PRJ-0039,Pulse Discovery,115,6.36,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0063,Lee Green,Consultant,Senior,Delivery,Perth,1,PRJ-0031,Delta Refresh,56,1.93,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0064,Avery Hall,Consultant,Senior,Advisory,Sydney,0.8,PRJ-0052,Aurora Discovery,104,6.17,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0065,Casey Adams,Consultant,Principal,PMO,Melbourne,0.8,PRJ-0027,Nimbus Upgrade,69,4.42,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0066,Casey Young,Project Manager,Associate,Architecture,Sydney,0.8,PRJ-0019,Aurora Optimisation,128,8.57,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0067,Drew Clark,Consultant,Senior,Advisory,Brisbane,1,PRJ-0031,Delta Refresh,102,7.91,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0068,Quinn Nguyen,Consultant,Graduate,Architecture,Sydney,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0069,Sam Nguyen,Architect,Associate,PMO,Adelaide,1,PRJ-0007,Nimbus Discovery,78,6.38,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0070,Jamie Brown,Consultant,Associate,Delivery,Perth,1,PRJ-0027,Nimbus Upgrade,125,11.87,Workshop prep
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0071,Hayden Wilson,Consultant,Principal,PMO,Sydney,1,PRJ-0007,Nimbus Discovery,80,7.07,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0072,Taylor Baker,Project Manager,Senior,Advisory,Perth,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0073,Jordan Baker,Consultant,Lead,PMO,Brisbane,0.6,PRJ-0048,Orion Discovery,55,2.26,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0074,Taylor Baker,Consultant,Senior,Advisory,Brisbane,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0075,Rowan Clark,Project Manager,Senior,Advisory,Melbourne,0.8,PRJ-0027,Nimbus Upgrade,62,4.14,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0076,Hayden Young,Consultant,Senior,Architecture,Adelaide,0.6,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0077,Quinn Young,Project Manager,Lead,Architecture,Brisbane,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0078,Jordan Lee,Architect,Associate,Advisory,Adelaide,0.6,PRJ-0031,Delta Refresh,98,4.07,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0079,Kris Clark,Project Manager,Principal,Delivery,Perth,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0080,Hayden Lee,Project Manager,Principal,Architecture,Adelaide,1,PRJ-0022,Pulse Migration,90,7.36,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0081,Rowan Taylor,Project Manager,Lead,Advisory,Adelaide,1,PRJ-0026,Helix Discovery,107,9.17,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0082,Quinn King,Project Manager,Graduate,Architecture,Sydney,0.8,PRJ-0019,Aurora Optimisation,94,7.35,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0083,Jamie Martin,Consultant,Senior,Architecture,Perth,0.6,PRJ-0031,Delta Refresh,57,2.35,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0084,Drew Wright,Consultant,Associate,Architecture,Sydney,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0085,Morgan Clark,Project Manager,Senior,Delivery,Sydney,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0086,Quinn Lee,Consultant,Principal,Architecture,Melbourne,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0087,Cameron Johnson,Project Manager,Senior,Delivery,Brisbane,1,PRJ-0053,Orion Refresh,45,3.65,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0088,Sam Green,Project Manager,Principal,Advisory,Melbourne,1,PRJ-0048,Orion Discovery,135,7,Admin
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0089,Finley Martin,Consultant,Senior,Delivery,Melbourne,1,PRJ-0044,Atlas Optimisation,111,5,Training
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0090,Quinn Jones,Architect,Senior,PMO,Adelaide,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0091,Casey Brown,Architect,Principal,PMO,Sydney,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0092,Skyler Hall,Consultant,Lead,Delivery,Adelaide,0.8,PRJ-0018,Zephyr Migration,53,5.11,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0093,Parker Young,Project Manager,Senior,Advisory,Brisbane,0.6,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0094,Reese Patel,Consultant,Lead,Delivery,Sydney,1,PRJ-0001,Nimbus Upgrade,119,9.83,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0095,Jordan Wilson,Project Manager,Senior,Delivery,Melbourne,0.8,PRJ-0001,Nimbus Upgrade,92,6.15,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0096,Parker Adams,Consultant,Graduate,Architecture,Brisbane,0.8,PRJ-0029,Nimbus Discovery,126,9.6,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0097,Jordan Johnson,Architect,Lead,Delivery,Perth,1,PRJ-0053,Orion Refresh,117,8.34,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0098,Skyler Johnson,Consultant,Principal,Delivery,Melbourne,1,PRJ-0027,Nimbus Upgrade,67,5.64,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0099,Riley Martin,Consultant,Lead,Architecture,Perth,1,PRJ-0053,Orion Refresh,116,8.43,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0100,Parker Martin,Consultant,Principal,Advisory,Perth,1,PRJ-0038,Zephyr Remediation,101,8.55,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0101,Reese Patel,Architect,Lead,Architecture,Melbourne,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0102,Jamie Baker,Consultant,Graduate,Architecture,Adelaide,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0103,Riley King,Consultant,Senior,Architecture,Sydney,0.6,PRJ-0047,Orion Remediation,90,3.2,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0104,Lee King,Architect,Senior,Advisory,Brisbane,1,PRJ-0014,Zephyr Optimisation,130,9.61,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0105,Taylor Wilson,Project Manager,Lead,Architecture,Perth,0.6,PRJ-0046,Zephyr Refresh,89,4.96,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0106,Sam Young,Project Manager,Associate,PMO,Perth,0.6,PRJ-0053,Orion Refresh,104,3.67,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0107,Alex Green,Consultant,Graduate,Architecture,Adelaide,0.8,PRJ-0006,Spark Upgrade,115,6.66,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0108,Parker Patel,Project Manager,Senior,Architecture,Perth,0.8,,,0,0,Leave
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0109,Taylor Nguyen,Architect,Senior,Delivery,Sydney,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0110,Skyler Nguyen,Consultant,Associate,PMO,Perth,1,PRJ-0054,Nimbus Upgrade,93,8.17,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0111,Casey King,Architect,Associate,Architecture,Perth,0.8,PRJ-0032,Aurora Rollout,117,6,Partial day
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0112,Quinn Johnson,Consultant,Associate,Delivery,Adelaide,0.6,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0113,Casey Smith,Project Manager,Lead,Advisory,Brisbane,0.6,PRJ-0028,Atlas Remediation,77,4.71,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0114,Avery Nguyen,Project Manager,Associate,Advisory,Sydney,0.8,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0115,Skyler King,Project Manager,Senior,Advisory,Perth,1,PRJ-0012,Helix Remediation,81,6.14,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0116,Morgan Johnson,Consultant,Associate,Advisory,Melbourne,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0117,Quinn Walker,Project Manager,Lead,Delivery,Perth,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0118,Casey Scott,Architect,Senior,PMO,Perth,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0119,Rowan Young,Project Manager,Associate,Delivery,Melbourne,0.8,PRJ-0021,Spark Refresh,100,6.03,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0120,Avery Clark,Consultant,Senior,PMO,Brisbane,0.6,PRJ-0009,Pulse Discovery,58,1.5,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0121,Kris Clark,Consultant,Principal,Advisory,Adelaide,1,PRJ-0013,Spark Rollout,62,5.91,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0122,Reese Smith,Project Manager,Lead,Architecture,Sydney,1,PRJ-0013,Spark Rollout,70,6.37,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0123,Lee Jones,Consultant,Lead,PMO,Perth,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0124,Cameron Nguyen,Project Manager,Lead,Architecture,Brisbane,1,PRJ-0012,Helix Remediation,62,4.15,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0125,Lee Brown,Project Manager,Senior,Delivery,Sydney,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0126,Jordan Adams,Architect,Senior,Delivery,Perth,0.6,PRJ-0028,Atlas Remediation,62,2.13,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0127,Casey Johnson,Consultant,Associate,Architecture,Melbourne,0.8,PRJ-0024,Pulse Remediation,67,4.97,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0128,Cameron Green,Project Manager,Senior,Architecture,Adelaide,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0129,Lee Lee,Consultant,Senior,Advisory,Perth,1,PRJ-0055,Nimbus Rollout,74,5.43,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0130,Jamie Walker,Consultant,Senior,Architecture,Melbourne,0.8,PRJ-0003,Atlas Rollout,59,4.05,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0131,Avery Nguyen,Consultant,Lead,PMO,Adelaide,0.8,PRJ-0019,Aurora Optimisation,72,4,Admin
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0132,Cameron Johnson,Consultant,Senior,Delivery,Adelaide,1,PRJ-0046,Zephyr Refresh,94,8.62,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0133,Casey Jones,Architect,Lead,Architecture,Perth,1,PRJ-0050,Helix Implementation,76,6.3,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0134,Finley Wright,Consultant,Associate,Architecture,Brisbane,0.8,PRJ-0050,Helix Implementation,100,7.78,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0135,Riley Taylor,Project Manager,Senior,Architecture,Adelaide,0.6,PRJ-0012,Helix Remediation,106,2,Training
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0136,Avery Wilson,Project Manager,Lead,Advisory,Brisbane,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0137,Taylor Young,Architect,Associate,Delivery,Perth,0.6,PRJ-0022,Pulse Migration,69,1.5,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0138,Hayden Smith,Consultant,Graduate,PMO,Perth,1,PRJ-0040,Aurora Upgrade,96,8.25,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0139,Avery Baker,Project Manager,Lead,Architecture,Melbourne,1,PRJ-0020,Helix Remediation,114,8.58,
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0140,Quinn Nguyen,Consultant,Principal,Architecture,Adelaide,1,,,0,0,Unassigned/Bench
2026-01-01,2026,Jan,1,2025-12-29,Thu,TRUE,FALSE,,Actual,P0141,Jordan Young,Architect,Senior,Advisory,Melbourne,1,,,0,0,Unassigned/Bench
